PRODUCT_SKU,PRODUCT_TITLE,BRAND,IMAGES,variant_facet_value,Retailing,Price,Type
B4-02-02-B,Thermalright EXTREME ODYSSEY Thermalpad Heat Dissipation CPU/GPU Pad (120mm*20mm*2.5mm),Thermalright,https://i.ebayimg.com/images/g/8ysAAOSwNcdk~rgp/s-l1600.jpg | https://i.ebayimg.com/images/g/T0AAAOSwkJlk~rgn/s-l1600.jpg | https://i.ebayimg.com/images/g/Oz4AAOSwPMhk~rgp/s-l1600.jpg | https://i.ebayimg.com/images/g/yEEAAOSwuGtk~rgm/s-l1600.jpg | https://i.ebayimg.com/images/g/u9wAAOSwWRVk~rgk/s-l1600.jpg | https://i.ebayimg.com/images/g/QZUAAOSwew5k~rgl/s-l1600.jpg,120*20*2.5mm,,,PC Accessories
B4-02-03-B,Thermalright EXTREME ODYSSEY Thermalpad Heat Dissipation CPU/GPU Pad (120mm*20mm*3.0mm),Thermalright,https://i.ebayimg.com/images/g/8ysAAOSwNcdk~rgp/s-l1600.jpg | https://i.ebayimg.com/images/g/T0AAAOSwkJlk~rgn/s-l1600.jpg | https://i.ebayimg.com/images/g/Oz4AAOSwPMhk~rgp/s-l1600.jpg | https://i.ebayimg.com/images/g/yEEAAOSwuGtk~rgm/s-l1600.jpg | https://i.ebayimg.com/images/g/u9wAAOSwWRVk~rgk/s-l1600.jpg | https://i.ebayimg.com/images/g/QZUAAOSwew5k~rgl/s-l1600.jpg,120*20*3.0mm,,,PC Accessories
G0-09-01,"Premium HDMI Cable Ultra HD 4K 2160p 1080p 3D High Speed Ethernet (1.5m, Red)",Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/554958_2048px_tivxu_4ecdadc5-f2c9-4aa5-8094-d73f0a1b0e8b.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/2_df5f3362-6e59-4d96-a30d-966daaf3c3fd.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/s-l1600_c59cab47-3383-469d-87c0-79b904ab9b58.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/4_01419ed1-54c8-4e46-8ddc-a52054c72acc.jpg?v=1705648473| https://cdn.shopify.com/s/files/1/0407/9095/0040/files/3_cfae9849-079a-4c1b-b19f-6446ae282ce4.jpg?v=1705648473,1.5m,,5.0,PC Accessories
G0-09-02,"Premium HDMI Cable Ultra HD 4K 2160p 1080p 3D High Speed Ethernet (3m, Red)",Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/554958_2048px_tivxu_4ecdadc5-f2c9-4aa5-8094-d73f0a1b0e8b.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/2_df5f3362-6e59-4d96-a30d-966daaf3c3fd.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/s-l1600_c59cab47-3383-469d-87c0-79b904ab9b58.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/4_01419ed1-54c8-4e46-8ddc-a52054c72acc.jpg?v=1705648473| https://cdn.shopify.com/s/files/1/0407/9095/0040/files/3_cfae9849-079a-4c1b-b19f-6446ae282ce4.jpg?v=1705648473,3m,,6.0,PC Accessories
G0-09-03,"Premium HDMI Cable Ultra HD 4K 2160p 1080p 3D High Speed Ethernet (5m, Red)",Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/554958_2048px_tivxu_4ecdadc5-f2c9-4aa5-8094-d73f0a1b0e8b.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/2_df5f3362-6e59-4d96-a30d-966daaf3c3fd.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/s-l1600_c59cab47-3383-469d-87c0-79b904ab9b58.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/4_01419ed1-54c8-4e46-8ddc-a52054c72acc.jpg?v=1705648473| https://cdn.shopify.com/s/files/1/0407/9095/0040/files/3_cfae9849-079a-4c1b-b19f-6446ae282ce4.jpg?v=1705648473,5m,,7.0,PC Accessories
G0-09-04,"Premium HDMI Cable Ultra HD 4K 2160p 1080p 3D High Speed Ethernet (10m, Red)",Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/554958_2048px_tivxu_4ecdadc5-f2c9-4aa5-8094-d73f0a1b0e8b.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/2_df5f3362-6e59-4d96-a30d-966daaf3c3fd.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/s-l1600_c59cab47-3383-469d-87c0-79b904ab9b58.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/4_01419ed1-54c8-4e46-8ddc-a52054c72acc.jpg?v=1705648473| https://cdn.shopify.com/s/files/1/0407/9095/0040/files/3_cfae9849-079a-4c1b-b19f-6446ae282ce4.jpg?v=1705648473,10m,,8.0,PC Accessories
G0-09-05,"Premium HDMI Cable Ultra HD 4K 2160p 1080p 3D High Speed Ethernet (15m, Red)",Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/554958_2048px_tivxu_4ecdadc5-f2c9-4aa5-8094-d73f0a1b0e8b.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/2_df5f3362-6e59-4d96-a30d-966daaf3c3fd.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/s-l1600_c59cab47-3383-469d-87c0-79b904ab9b58.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/4_01419ed1-54c8-4e46-8ddc-a52054c72acc.jpg?v=1705648473| https://cdn.shopify.com/s/files/1/0407/9095/0040/files/3_cfae9849-079a-4c1b-b19f-6446ae282ce4.jpg?v=1705648473,15m,,9.0,PC Accessories
G0-08-01,"Premium HDMI Cable Ultra HD 4K 2160p 1080p 3D High Speed Ethernet (1.5m, Black)",Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/hdmi-20-cable-ewent-ec1340-premium-ethernet-4k-18m-black.webp?v=1705648480 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/2_df5f3362-6e59-4d96-a30d-966daaf3c3fd.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/s-l1600_c59cab47-3383-469d-87c0-79b904ab9b58.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/4_01419ed1-54c8-4e46-8ddc-a52054c72acc.jpg?v=1705648473| https://cdn.shopify.com/s/files/1/0407/9095/0040/files/3_cfae9849-079a-4c1b-b19f-6446ae282ce4.jpg?v=1705648473,1.5m,,10.0,PC Accessories
G0-08-02,"Premium HDMI Cable Ultra HD 4K 2160p 1080p 3D High Speed Ethernet (3m, Black)",Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/hdmi-20-cable-ewent-ec1340-premium-ethernet-4k-18m-black.webp?v=1705648480 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/2_df5f3362-6e59-4d96-a30d-966daaf3c3fd.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/s-l1600_c59cab47-3383-469d-87c0-79b904ab9b58.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/4_01419ed1-54c8-4e46-8ddc-a52054c72acc.jpg?v=1705648473| https://cdn.shopify.com/s/files/1/0407/9095/0040/files/3_cfae9849-079a-4c1b-b19f-6446ae282ce4.jpg?v=1705648473,3m,,11.0,PC Accessories
G0-08-03,"Premium HDMI Cable Ultra HD 4K 2160p 1080p 3D High Speed Ethernet (5m, Black)",Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/hdmi-20-cable-ewent-ec1340-premium-ethernet-4k-18m-black.webp?v=1705648480 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/2_df5f3362-6e59-4d96-a30d-966daaf3c3fd.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/s-l1600_c59cab47-3383-469d-87c0-79b904ab9b58.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/4_01419ed1-54c8-4e46-8ddc-a52054c72acc.jpg?v=1705648473| https://cdn.shopify.com/s/files/1/0407/9095/0040/files/3_cfae9849-079a-4c1b-b19f-6446ae282ce4.jpg?v=1705648473,5m,,12.0,PC Accessories
G0-08-04,"Premium HDMI Cable Ultra HD 4K 2160p 1080p 3D High Speed Ethernet (10m, Black)",Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/hdmi-20-cable-ewent-ec1340-premium-ethernet-4k-18m-black.webp?v=1705648480 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/2_df5f3362-6e59-4d96-a30d-966daaf3c3fd.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/s-l1600_c59cab47-3383-469d-87c0-79b904ab9b58.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/4_01419ed1-54c8-4e46-8ddc-a52054c72acc.jpg?v=1705648473| https://cdn.shopify.com/s/files/1/0407/9095/0040/files/3_cfae9849-079a-4c1b-b19f-6446ae282ce4.jpg?v=1705648473,10m,,13.0,PC Accessories
G0-08-05,"Premium HDMI Cable Ultra HD 4K 2160p 1080p 3D High Speed Ethernet (15m, Black)",Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/hdmi-20-cable-ewent-ec1340-premium-ethernet-4k-18m-black.webp?v=1705648480 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/2_df5f3362-6e59-4d96-a30d-966daaf3c3fd.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/s-l1600_c59cab47-3383-469d-87c0-79b904ab9b58.jpg?v=1705648473 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/4_01419ed1-54c8-4e46-8ddc-a52054c72acc.jpg?v=1705648473| https://cdn.shopify.com/s/files/1/0407/9095/0040/files/3_cfae9849-079a-4c1b-b19f-6446ae282ce4.jpg?v=1705648473,15m,,14.0,PC Accessories
G1-01-07,Universal USB Cable For Printer Brother Canon Dell Epson HP Male Type A to B (1.5m),Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/1_a8b73b43-2b0e-4cf8-9ead-a5fe2bfbb0c9.jpg?v=1705648799 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/6_fabbb300-1757-4385-8867-dffb3e8d8b8f.jpg?v=1705648799 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/2_89c89033-ffdc-4329-be9d-0ac5b19c2c21.jpg?v=1705648799 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/4_a8a97e8d-19fd-46ab-890d-35df3034c1a3.jpg?v=1705648799 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/3_6f8c0d8a-b115-4155-aba3-7697592f38a6.jpg?v=1705648799,1.5m,,5.0,PC Accessories
G1-02-07,Universal USB Cable For Printer Brother Canon Dell Epson HP Male Type A to B (3m),Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/1_a8b73b43-2b0e-4cf8-9ead-a5fe2bfbb0c9.jpg?v=1705648799 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/6_fabbb300-1757-4385-8867-dffb3e8d8b8f.jpg?v=1705648799 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/2_89c89033-ffdc-4329-be9d-0ac5b19c2c21.jpg?v=1705648799 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/4_a8a97e8d-19fd-46ab-890d-35df3034c1a3.jpg?v=1705648799 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/3_6f8c0d8a-b115-4155-aba3-7697592f38a6.jpg?v=1705648799,3m,,6.0,PC Accessories
F00-08-05,CAT6 Copper 4-Pair UTP RJ45 LAN Network Cable Gigabit Ethernet (5m),Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/47a06ef2914e9f6403b0e52930119b17_f067ca97-1cd0-4c7a-affb-430ad4043281.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/c0146b0426ffc7a893b79e605c1f38bf_53ab3c54-51d2-4b98-9014-bb0d0392abfb.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/6acad264665ef1009e5ed229abef4cde_316104bc-0d68-409b-9b1c-38aa5c2b2f45.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/8eb9fb123a25329083f167ee83d18197_52595b20-1708-42ce-baf5-bfaefeb78f3f.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/a30873c7189fca9a77dc8901d8c3ed35_21395388-1e65-4c9a-bff3-a7a731a851c9.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/a8f57f7dcc62e31249c63d33bbbce7ab_c3b19102-eb5d-4f69-a01f-db5da148ad11.jpg?v=1705649277,5m,,5.0,PC Accessories
F00-09-02,CAT6 Copper 4-Pair UTP RJ45 LAN Network Cable Gigabit Ethernet (10m),Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/47a06ef2914e9f6403b0e52930119b17_f067ca97-1cd0-4c7a-affb-430ad4043281.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/c0146b0426ffc7a893b79e605c1f38bf_53ab3c54-51d2-4b98-9014-bb0d0392abfb.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/6acad264665ef1009e5ed229abef4cde_316104bc-0d68-409b-9b1c-38aa5c2b2f45.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/8eb9fb123a25329083f167ee83d18197_52595b20-1708-42ce-baf5-bfaefeb78f3f.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/a30873c7189fca9a77dc8901d8c3ed35_21395388-1e65-4c9a-bff3-a7a731a851c9.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/a8f57f7dcc62e31249c63d33bbbce7ab_c3b19102-eb5d-4f69-a01f-db5da148ad11.jpg?v=1705649277,10m,,7.0,PC Accessories
F00-09-03,CAT6 Copper 4-Pair UTP RJ45 LAN Network Cable Gigabit Ethernet (20m),Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/47a06ef2914e9f6403b0e52930119b17_f067ca97-1cd0-4c7a-affb-430ad4043281.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/c0146b0426ffc7a893b79e605c1f38bf_53ab3c54-51d2-4b98-9014-bb0d0392abfb.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/6acad264665ef1009e5ed229abef4cde_316104bc-0d68-409b-9b1c-38aa5c2b2f45.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/8eb9fb123a25329083f167ee83d18197_52595b20-1708-42ce-baf5-bfaefeb78f3f.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/a30873c7189fca9a77dc8901d8c3ed35_21395388-1e65-4c9a-bff3-a7a731a851c9.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/a8f57f7dcc62e31249c63d33bbbce7ab_c3b19102-eb5d-4f69-a01f-db5da148ad11.jpg?v=1705649277,20m,,9.0,PC Accessories
F00-09-04,CAT6 Copper 4-Pair UTP RJ45 LAN Network Cable Gigabit Ethernet (30m),Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/47a06ef2914e9f6403b0e52930119b17_f067ca97-1cd0-4c7a-affb-430ad4043281.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/c0146b0426ffc7a893b79e605c1f38bf_53ab3c54-51d2-4b98-9014-bb0d0392abfb.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/6acad264665ef1009e5ed229abef4cde_316104bc-0d68-409b-9b1c-38aa5c2b2f45.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/8eb9fb123a25329083f167ee83d18197_52595b20-1708-42ce-baf5-bfaefeb78f3f.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/a30873c7189fca9a77dc8901d8c3ed35_21395388-1e65-4c9a-bff3-a7a731a851c9.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/a8f57f7dcc62e31249c63d33bbbce7ab_c3b19102-eb5d-4f69-a01f-db5da148ad11.jpg?v=1705649277,30m,,11.0,PC Accessories
F00-09-05,CAT6 Copper 4-Pair UTP RJ45 LAN Network Cable Gigabit Ethernet (50m),Generic,https://cdn.shopify.com/s/files/1/0407/9095/0040/files/47a06ef2914e9f6403b0e52930119b17_f067ca97-1cd0-4c7a-affb-430ad4043281.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/c0146b0426ffc7a893b79e605c1f38bf_53ab3c54-51d2-4b98-9014-bb0d0392abfb.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/6acad264665ef1009e5ed229abef4cde_316104bc-0d68-409b-9b1c-38aa5c2b2f45.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/8eb9fb123a25329083f167ee83d18197_52595b20-1708-42ce-baf5-bfaefeb78f3f.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/a30873c7189fca9a77dc8901d8c3ed35_21395388-1e65-4c9a-bff3-a7a731a851c9.jpg?v=1705649277 | https://cdn.shopify.com/s/files/1/0407/9095/0040/files/a8f57f7dcc62e31249c63d33bbbce7ab_c3b19102-eb5d-4f69-a01f-db5da148ad11.jpg?v=1705649277,50m,,13.0,PC Accessories
B4-05-02,Biostar RGB DDR4 RAM 3600MHz UDIMM Dual Channel Desktop Memory 16GB (2x8GB),Biostar,https://i.ebayimg.com/images/g/FpMAAOSwH1pm2nl6/s-l1600.webp | https://i.ebayimg.com/images/g/CSwAAOSwtZJm2nl8/s-l1600.webp | https://i.ebayimg.com/images/g/yFcAAOSw8hZm2nl8/s-l1600.webp | https://i.ebayimg.com/images/g/s6YAAOSwemRm2nl6/s-l1600.webp ,,,,PC Accessories
B4-03-01,"Biostar SSD 120GB S100 Solid State Drive 2.5"" SATA 3 Ultraslim 7.0mm",Biostar,https://i.ebayimg.com/images/g/wjYAAOSw671nOqKo/s-l1600.webp | https://i.ebayimg.com/images/g/C70AAOSw~ZpnOqKn/s-l960.webp | https://i.ebayimg.com/images/g/mysAAOSwJMNnOqKn/s-l960.webp ,120GB,,,PC Accessories
B4-04-01,"Biostar SSD 240GB S100 Solid State Drive 2.5"" SATA 3 Ultraslim 7.0mm",Biostar,https://i.ebayimg.com/images/g/wjYAAOSw671nOqKo/s-l1600.webp | https://i.ebayimg.com/images/g/C70AAOSw~ZpnOqKn/s-l960.webp | https://i.ebayimg.com/images/g/mysAAOSwJMNnOqKn/s-l960.webp ,240GB,,,PC Accessories
B4-02-04-A,Thermalright 85*45mm*0.5mm Heat Dissipation CPU/GPU Graphics Card Thermal Pad ,Thermalright,https://i.ebayimg.com/images/g/vM8AAOSwkOhniLBO/s-l960.webp | https://i.ebayimg.com/images/g/bLkAAOSwSThniK8C/s-l1600.webp | https://i.ebayimg.com/images/g/ViIAAOSw6txniK8C/s-l960.webp | https://i.ebayimg.com/images/g/G7cAAOSw4BhniK8C/s-l960.webp | https://i.ebayimg.com/images/g/O~YAAOSw~YNniK8D/s-l960.webp | https://i.ebayimg.com/images/g/5V8AAOSwfzVniK8C/s-l960.webp,85*45*0.5mm,,,PC Accessories
B4-02-04-B,Thermalright 85*45mm*1.0mm Heat Dissipation CPU/GPU Graphics Card Thermal Pad ,Thermalright,https://i.ebayimg.com/images/g/d8gAAOSw~ZlniLBS/s-l960.webp | https://i.ebayimg.com/images/g/bLkAAOSwSThniK8C/s-l1600.webp | https://i.ebayimg.com/images/g/ViIAAOSw6txniK8C/s-l960.webp | https://i.ebayimg.com/images/g/G7cAAOSw4BhniK8C/s-l960.webp | https://i.ebayimg.com/images/g/O~YAAOSw~YNniK8D/s-l960.webp | https://i.ebayimg.com/images/g/5V8AAOSwfzVniK8C/s-l960.webp,85*45*1.0mm,,,PC Accessories
